server_id,snapshot_index,cpu_usage,memory_usage,disk_usage,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,temperature_c,fan_speed_rpm,power_watts,error_count,uptime_hours,failure
1,32,55.71,38.41,64.85,62.68,83.39,190.86,164.75,57.61,2894.0,279.11,6,4729.6,0
1,33,67.98,48.8,61.76,156.43,81.75,149.21,150.23,55.6,2320.0,278.52,3,2256.5,0
1,34,53.51,44.17,54.1,104.69,95.86,146.48,196.42,56.88,2905.0,276.94,7,3193.8,0
1,35,49.71,51.9,58.69,86.47,113.26,216.37,161.73,49.0,2953.0,269.6,1,3813.5,0
1,36,52.86,25.09,77.98,146.85,84.42,201.31,71.69,46.0,2700.0,244.44,2,2933.1,0
1,37,69.94,28.6,61.69,164.03,49.42,135.5,151.12,49.83,3032.0,270.75,3,3100.1,0
1,38,57.12,58.4,64.69,58.8,104.15,145.34,177.45,44.43,2921.0,249.81,2,3110.1,0
1,39,45.37,47.47,62.02,90.76,102.46,165.34,151.55,61.17,2475.0,217.73,4,3371.5,0
2,0,68.34,41.76,47.72,112.03,112.13,126.13,182.4,45.44,3480.0,252.08,1,4330.6,0
2,1,33.36,41.92,71.03,106.5,54.39,194.56,139.64,45.79,2900.0,221.57,2,1806.2,0
2,2,47.13,28.64,33.14,141.21,105.35,290.48,192.46,50.22,2873.0,272.13,6,4487.8,0
2,3,38.43,33.06,57.66,108.69,120.36,105.01,142.5,43.26,2225.0,236.63,2,3656.3,0
2,4,43.33,55.25,38.37,88.67,110.45,186.12,201.39,47.93,3130.0,235.32,0,3681.0,0
2,5,25.32,49.88,47.8,85.24,94.02,240.01,84.17,39.09,2641.0,285.35,2,2951.1,0
2,6,44.86,47.91,50.31,124.18,100.31,225.91,207.6,38.4,2243.0,276.28,3,4588.6,0
2,7,50.43,34.19,39.78,116.11,88.81,154.1,257.18,58.89,3256.0,237.94,2,4840.9,0
2,8,53.19,49.4,58.35,62.18,98.32,172.36,123.96,58.32,3432.0,283.65,2,4000.6,0
2,9,49.15,40.84,33.75,114.08,94.17,266.42,210.83,48.36,2987.0,257.46,2,3238.6,0
2,10,50.6,45.89,26.55,111.86,120.99,236.79,216.01,48.58,2657.0,235.02,3,3726.9,1
2,11,40.71,43.36,50.37,98.13,102.35,174.17,149.77,50.27,2789.0,261.69,1,3444.9,0
2,12,30.67,8.44,25.53,116.26,96.74,189.53,223.38,32.42,3027.0,288.15,0,3523.2,0
2,13,33.95,35.38,74.93,170.44,87.5,270.34,176.15,59.04,2878.0,259.65,2,3258.5,0
2,14,40.42,33.01,67.2,116.17,102.8,194.61,188.11,51.12,2324.0,270.47,1,3774.7,0
2,15,36.51,52.91,33.49,102.96,81.15,192.09,185.71,42.58,3121.0,258.51,1,3808.8,0
2,16,43.67,40.1,57.07,143.52,67.93,146.98,130.74,50.42,3275.0,248.74,0,2452.6,0
2,17,38.29,34.48,54.32,105.66,121.87,166.73,139.9,51.61,2440.0,265.27,2,3315.3,0
2,18,42.36,21.54,54.84,82.65,76.78,209.56,196.53,45.06,3195.0,280.74,3,2305.6,0
2,19,34.73,42.57,45.28,109.88,142.56,186.79,190.77,47.46,2920.0,257.82,3,4279.1,0
2,20,44.16,54.97,66.9,121.14,117.6,213.12,222.15,50.64,2789.0,264.53,4,4186.6,0
2,21,36.74,61.5,46.7,182.0,95.33,209.71,238.73,49.75,2594.0,255.73,0,2710.0,0
2,22,36.45,54.9,54.54,106.16,92.66,202.22,198.64,43.02,2580.0,280.13,4,3982.6,0
2,23,49.93,50.59,33.01,124.5,87.68,173.89,208.71,57.95,3430.0,284.45,3,3900.8,0
2,24,44.8,30.26,47.92,133.51,95.25,206.72,200.6,46.88,3117.0,265.84,1,3392.8,0
2,25,33.04,25.97,54.97,106.2,86.69,217.81,187.31,51.09,3011.0,270.7,3,3786.8,0
2,26,59.91,44.41,46.74,128.89,81.85,192.87,213.08,45.9,3129.0,272.04,2,3869.3,0
2,27,35.42,33.39,62.44,85.6,105.92,143.16,165.39,49.96,3619.0,231.06,2,3879.6,0
2,28,43.97,63.35,47.51,148.16,78.81,190.33,130.59,52.09,3317.0,257.17,1,3598.7,1
2,29,34.93,45.02,74.2,198.39,80.19,250.06,183.13,48.51,3012.0,260.07,2,2544.4,0
2,30,42.64,32.76,54.6,137.89,99.29,166.31,222.35,58.95,3029.0,278.41,2,4255.2,0
2,31,32.87,52.3,34.19,90.13,127.31,226.07,232.71,47.9,2534.0,254.24,2,3484.7,0
2,32,34.25,48.63,54.63,91.4,88.76,185.0,162.32,60.21,2848.0,254.29,4,3638.9,0
2,33,46.93,42.52,53.31,113.93,137.56,99.48,92.98,46.38,2881.0,273.08,0,3460.7,0
2,34,58.62,44.8,69.13,121.92,80.49,220.09,177.38,49.7,3317.0,210.37,1,3474.7,0
2,35,28.25,27.35,41.84,187.39,139.5,175.61,158.33,42.86,2301.0,257.16,4,4055.4,0
2,36,30.56,55.03,42.8,132.58,94.13,136.93,160.14,52.0,3056.0,256.79,3,5306.7,0
2,37,31.75,28.4,77.14,81.77,61.26,172.45,189.51,49.25,2675.0,246.24,1,5582.1,0
2,38,57.2,35.04,52.13,92.03,27.97,136.68,100.2,36.42,2510.0,286.34,4,4173.2,0
2,39,39.71,50.86,63.47,96.88,66.13,144.34,176.0,51.94,2630.0,260.48,1,4992.7,0
3,0,41.39,15.01,52.18,66.88,118.64,252.75,141.0,51.56,2656.0,246.93,2,3376.7,0
3,1,47.6,54.18,48.12,112.08,91.48,158.51,199.24,53.73,3049.0,290.39,4,3278.9,0
3,2,50.9,39.08,72.81,48.35,43.93,223.67,175.07,51.4,2471.0,259.34,2,3403.7,0
3,3,21.08,46.33,67.66,66.1,77.66,145.41,133.92,50.3,2242.0,272.24,4,1528.8,0
3,4,32.58,54.65,44.92,125.38,108.24,265.03,164.31,52.31,2420.0,283.91,2,2497.1,0
3,5,58.44,47.08,31.29,109.45,112.57,116.34,129.32,55.39,2944.0,268.49,1,4270.0,0
3,6,44.37,30.83,61.62,126.23,80.76,150.03,264.59,52.16,2642.0,278.72,1,4189.7,0
3,7,51.27,71.61,62.27,101.68,81.17,174.79,161.93,48.01,3134.0,225.89,1,4037.7,0
3,8,63.08,61.71,69.75,67.42,114.48,207.27,107.76,50.21,2967.0,271.83,5,3600.7,0
3,9,48.37,61.87,39.13,122.86,70.77,164.08,230.95,47.17,2994.0,223.43,5,3469.4,0
3,10,41.44,34.54,65.92,120.34,109.87,190.48,192.27,47.99,3522.0,229.65,2,5508.3,0
3,11,59.09,43.79,52.32,106.28,103.26,246.75,178.89,45.11,3099.0,279.58,3,3026.6,0
3,12,50.38,42.23,49.05,23.79,62.22,235.41,144.94,52.82,2432.0,290.08,1,5578.0,0
3,13,43.96,34.69,50.84,127.66,90.69,174.64,230.1,50.04,3537.0,263.27,4,4081.4,0
3,14,48.22,24.41,35.4,69.45,49.04,194.71,216.3,50.72,2167.0,257.79,1,2544.1,0
3,15,68.31,50.57,64.33,115.6,101.39,221.31,138.8,56.15,2431.0,268.32,2,3208.0,0
3,16,43.69,27.37,60.8,77.56,110.85,142.82,148.42,47.21,3239.0,268.51,2,3667.8,0
3,17,49.63,45.06,64.25,138.83,43.03,122.66,179.37,46.74,3233.0,255.75,7,3562.2,0
3,18,55.55,52.49,60.74,141.31,63.76,270.18,132.47,55.6,2331.0,243.6,4,4785.9,1
3,19,26.87,32.22,64.45,123.63,53.61,160.73,147.46,48.99,2422.0,249.79,1,4338.3,0
3,20,43.63,46.48,44.01,77.26,69.2,164.18,124.08,52.23,3052.0,230.77,3,2524.4,0
3,21,48.79,59.93,23.12,121.93,122.36,183.33,192.51,47.11,2795.0,230.24,2,3319.1,0
3,22,31.62,42.0,45.46,122.8,103.84,202.16,179.94,60.87,2509.0,261.71,1,2542.3,0
3,23,64.94,52.34,59.41,104.83,82.84,200.73,160.18,51.22,2851.0,249.4,3,3067.8,0
3,24,49.3,56.26,74.19,117.03,120.65,95.3,233.79,53.81,3149.0,238.71,2,3898.7,0
3,25,27.66,59.55,56.75,105.05,55.49,209.07,73.49,55.52,2376.0,264.33,5,4097.5,0
3,26,46.1,21.55,62.53,58.26,110.97,193.97,265.42,45.1,2790.0,299.38,2,3666.3,0
3,27,40.66,43.83,32.81,115.01,103.34,179.6,105.23,57.71,2929.0,249.04,0,2460.4,0
3,28,42.69,63.71,47.26,130.07,78.54,198.49,164.06,57.09,2657.0,232.26,5,5556.9,0
3,29,51.69,28.48,49.53,115.0,33.78,197.92,245.72,49.21,2893.0,284.36,4,2843.3,0
3,30,42.34,37.58,66.1,70.51,118.01,132.42,142.98,63.54,3151.0,265.96,7,3236.5,0
3,31,33.02,42.78,44.79,113.9,82.02,247.29,189.64,44.21,3013.0,248.67,2,4360.2,0
3,32,42.12,35.89,48.67,143.43,107.37,256.47,259.97,45.97,2830.0,240.79,2,2800.6,0
3,33,35.04,58.48,43.47,194.64,80.28,190.83,117.34,62.47,3143.0,270.4,4,3714.8,0
3,34,37.94,56.28,75.5,143.53,51.67,199.88,209.66,42.36,2803.0,270.09,2,3372.8,0
3,35,43.08,39.43,56.79,123.43,83.78,171.31,172.62,40.86,2946.0,264.75,4,3625.2,0
3,36,44.4,56.15,71.45,124.58,84.78,103.26,199.58,59.79,2994.0,247.32,6,2733.3,0
3,37,56.99,47.62,60.83,102.2,128.17,151.42,145.21,52.6,3063.0,235.12,3,3315.7,0
3,38,42.45,49.88,53.12,130.02,103.0,159.64,161.84,58.87,2915.0,237.28,2,4438.9,0
3,39,52.13,43.39,67.86,98.63,96.93,222.07,146.0,48.99,2437.0,244.08,3,2315.0,0
4,0,45.86,58.95,40.55,117.66,109.32,145.39,113.57,46.03,2548.0,266.3,5,3784.0,0
4,1,66.35,38.87,64.68,105.5,71.7,193.77,127.49,62.25,2787.0,220.04,6,4111.9,0
4,2,72.77,55.8,46.53,83.28,57.75,210.62,187.67,49.1,2494.0,261.57,6,2259.5,0
4,3,44.79,24.26,58.95,46.39,64.11,139.23,123.19,71.65,2626.0,284.19,7,3399.4,0
4,4,56.57,53.76,53.85,114.73,88.62,171.68,140.48,64.65,2533.0,273.6,3,1742.1,0
4,5,79.02,64.97,67.65,83.06,83.17,164.77,125.92,58.35,2657.0,264.84,4,4017.6,0
4,6,65.13,62.53,63.94,83.65,137.48,156.39,130.39,62.92,2667.0,252.54,3,3734.7,0
4,7,82.05,68.19,65.39,146.99,85.85,172.97,130.28,64.03,2729.0,281.38,7,2840.5,1
4,8,55.1,68.54,59.81,102.39,100.03,155.22,196.21,54.8,2668.0,299.98,6,3293.5,0
4,9,70.52,40.62,83.38,184.4,90.51,196.67,136.3,50.13,2393.0,260.12,5,3972.1,0
4,10,67.99,56.38,61.08,56.17,31.64,162.51,157.94,53.5,2557.0,283.51,3,2266.3,0
4,11,74.19,71.32,65.01,84.04,65.09,191.31,163.14,65.22,2601.0,299.26,7,2606.9,0
4,12,58.86,52.32,87.68,66.36,60.6,180.68,170.62,64.64,2829.0,287.3,7,2519.4,0
4,13,62.18,63.23,99.99,81.77,90.85,214.59,158.58,75.92,2436.0,290.26,6,2889.7,0
4,14,67.55,49.88,56.7,68.9,103.45,156.9,159.42,61.73,2763.0,267.3,7,2389.1,1
4,15,70.07,80.53,76.84,115.03,110.95,283.61,85.62,57.91,2353.0,267.66,6,3615.4,0
4,16,88.87,64.86,39.63,66.51,35.99,171.42,148.78,59.75,3135.0,296.11,3,3260.2,0
4,17,61.56,61.9,64.56,71.88,65.76,163.28,156.95,66.42,2850.0,279.69,7,2417.4,0
4,18,64.15,60.55,58.28,51.41,81.3,139.24,156.42,58.25,2190.0,290.72,6,4365.5,0
4,19,51.79,61.77,66.89,68.61,71.1,218.78,120.4,54.88,2796.0,296.33,2,3044.3,0
4,20,52.18,61.43,78.59,23.94,104.3,121.93,165.58,64.94,2833.0,297.95,4,3708.3,0
4,21,62.35,35.34,61.86,107.57,50.93,194.1,188.3,64.45,1582.0,261.82,6,3432.4,0
4,22,73.59,97.53,83.48,47.37,89.1,214.14,199.74,61.35,2845.0,306.38,3,2662.1,1
4,23,32.37,57.19,74.68,79.68,126.06,168.64,202.93,65.71,2738.0,293.86,8,4049.3,0
4,24,65.96,28.3,77.11,27.6,114.16,174.51,190.94,58.95,2018.0,293.94,1,3099.5,1
4,25,76.13,80.13,82.25,138.27,72.39,85.16,143.07,69.46,2187.0,285.65,8,3140.6,0
4,26,80.93,88.29,93.36,63.64,68.08,186.19,251.56,73.69,2807.0,281.87,3,2917.5,0
4,27,62.46,28.47,77.61,72.31,77.69,163.13,138.99,69.78,2006.0,279.74,9,2288.1,0
4,28,61.71,62.65,60.6,110.64,65.21,205.44,160.85,61.08,2200.0,257.58,6,1833.7,1
4,29,83.6,54.56,61.01,111.17,17.92,91.41,138.04,74.79,2323.0,293.0,5,3797.7,1
4,30,68.85,62.43,56.34,62.89,82.75,205.3,143.74,66.13,2619.0,271.99,7,2641.8,1
4,31,57.99,60.25,72.28,121.96,60.46,91.41,71.93,58.38,2048.0,288.78,5,2966.0,1
4,32,63.02,71.66,79.93,64.55,76.22,83.46,156.72,70.74,2352.0,328.66,4,3027.5,0
4,33,85.05,67.05,83.62,70.43,94.2,133.87,191.54,79.65,2393.0,248.92,4,3318.2,1
4,34,79.85,90.24,76.99,118.34,67.11,139.92,215.85,67.91,2665.0,295.7,9,1479.0,0
4,35,77.31,66.71,66.27,123.35,60.97,209.53,168.93,68.31,2461.0,290.18,6,3234.3,0
4,36,78.87,67.41,64.76,81.23,124.78,93.83,166.9,56.99,2379.0,285.45,12,3058.0,0
4,37,48.0,75.47,100.0,109.48,110.83,170.17,143.64,69.57,2161.0,275.3,11,2219.0,1
4,38,75.65,79.46,48.39,65.3,104.68,173.96,69.68,73.74,2237.0,323.25,7,1540.0,1
4,39,63.08,63.22,44.88,69.31,73.28,199.32,115.05,77.68,2188.0,281.81,7,2935.3,1
5,0,61.44,37.88,52.0,132.98,79.29,214.86,168.66,44.4,2574.0,289.37,2,3972.3,0
5,1,34.29,14.38,74.53,88.22,93.38,167.84,182.88,44.53,2806.0,269.46,2,2595.2,0
5,2,48.43,36.89,51.19,112.4,77.47,218.88,229.56,47.47,3005.0,255.72,3,4100.4,0
5,3,44.38,57.85,44.93,68.4,97.37,120.95,162.49,58.0,2286.0,234.96,0,3685.5,0
5,4,63.86,57.26,62.73,117.3,103.65,156.69,206.34,43.63,3109.0,284.32,4,3644.4,0
5,5,55.57,41.86,38.22,108.66,95.48,195.73,178.5,56.56,2532.0,264.16,1,3877.7,0
5,6,42.67,29.44,52.8,168.11,62.16,144.31,119.91,60.71,2719.0,260.17,5,4250.9,0
5,7,25.84,58.34,72.77,144.23,82.0,184.39,201.94,52.71,2739.0,228.35,2,4242.8,0
5,8,56.18,56.16,44.97,64.31,80.38,226.59,150.24,46.22,2310.0,295.82,4,3599.7,0
5,9,78.83,51.45,48.45,126.76,68.42,251.17,145.45,53.41,3176.0,268.51,3,3370.1,0
5,10,45.94,31.36,47.68,145.77,110.56,213.37,161.56,53.87,2662.0,255.67,1,2943.0,0
5,11,48.57,69.07,26.72,121.08,59.24,165.54,157.25,47.93,2695.0,261.04,1,4351.4,0
5,12,57.41,20.1,59.96,132.98,67.84,191.25,167.14,61.52,3431.0,227.66,2,4502.8,0
5,13,53.24,41.63,63.81,119.6,123.5,193.86,165.04,57.07,3028.0,275.62,2,3228.7,0
5,14,59.07,40.95,76.98,153.7,99.65,157.93,234.74,50.15,2891.0,254.24,0,2549.3,0
5,15,37.98,89.2,39.25,74.9,106.29,251.94,174.28,53.97,2299.0,247.52,1,3816.7,1
5,16,31.54,35.28,43.09,124.48,101.15,226.49,201.76,57.4,2851.0,267.19,3,3068.0,0
5,17,46.31,33.42,45.65,76.25,117.96,193.84,137.12,55.43,2683.0,233.03,2,3753.9,0
5,18,47.71,25.42,63.76,97.98,140.66,190.62,82.2,52.75,3434.0,292.72,0,2904.1,0
5,19,38.83,46.8,36.53,93.17,76.53,226.57,203.59,52.28,2445.0,255.01,2,4563.9,0
5,20,14.65,16.96,76.97,100.44,74.65,256.3,222.14,50.79,2761.0,258.65,5,4321.6,0
5,21,43.62,5.76,23.74,81.9,106.67,195.11,178.87,62.37,2468.0,260.78,1,3739.3,0
5,22,64.5,33.31,86.16,111.44,119.07,188.39,170.24,47.18,2884.0,267.74,5,3643.8,0
5,23,45.27,47.45,35.89,98.97,98.6,253.92,180.31,59.01,3040.0,293.97,3,2746.5,0
5,24,57.48,38.59,74.47,132.99,142.47,128.53,160.79,47.96,2255.0,282.67,1,5601.3,0
5,25,42.62,45.41,70.56,95.33,77.51,232.7,186.52,38.48,2479.0,291.53,0,3102.6,0
5,26,47.86,54.7,35.4,87.07,100.09,186.38,194.21,43.4,2953.0,283.38,2,3043.4,0
5,27,62.84,41.91,42.45,97.5,98.26,175.4,190.72,53.93,3112.0,290.06,1,2987.4,0
5,28,42.34,26.65,49.19,98.01,76.42,177.67,218.41,52.01,3586.0,265.05,3,5370.5,0
5,29,58.09,46.88,32.27,135.34,124.88,155.98,170.88,40.49,2467.0,282.64,1,3891.6,0
5,30,42.16,54.88,38.44,85.02,97.01,229.01,220.73,46.87,3125.0,246.04,0,2799.9,1
5,31,39.97,74.02,64.75,81.68,80.08,221.44,213.28,50.46,2857.0,276.93,2,3894.0,0
5,32,67.26,55.55,60.21,134.59,76.44,184.03,138.18,43.41,2943.0,265.52,1,3898.9,0
5,33,47.39,50.08,45.03,123.19,109.8,163.34,173.18,47.18,2684.0,239.35,4,6129.1,0
5,34,50.99,37.95,61.53,137.14,90.21,261.16,180.64,52.57,2569.0,270.26,3,3491.8,0
5,35,39.58,43.18,64.17,128.69,109.95,164.26,184.66,45.71,2655.0,243.58,1,4252.4,0
5,36,48.46,55.64,29.57,137.91,97.44,215.1,186.21,45.07,2391.0,247.74,1,2606.1,0
5,37,39.34,38.66,35.58,69.32,72.44,193.43,123.76,50.32,3157.0,235.99,5,4583.0,0
5,38,43.93,51.25,60.84,142.58,79.25,191.59,168.49,55.26,2532.0,282.41,3,4499.8,1
5,39,49.1,19.16,28.39,119.58,78.14,153.32,168.41,54.75,2403.0,253.13,1,4393.0,0
6,0,64.45,34.68,62.21,116.66,102.43,199.62,133.78,45.21,3040.0,270.34,4,3858.0,0
6,1,71.02,34.55,53.4,111.94,62.82,199.11,231.78,50.52,2893.0,211.94,6,2043.3,0
6,2,63.02,16.28,47.12,96.52,133.54,216.38,144.78,61.45,2548.0,287.42,4,3790.9,0
6,3,58.34,39.41,68.08,121.57,88.24,167.72,172.9,57.07,3385.0,286.33,4,2754.2,0
6,4,45.83,58.1,56.31,112.25,116.77,219.65,160.14,49.91,3103.0,283.33,3,4281.8,0
6,5,59.13,49.58,48.97,100.06,89.88,183.48,90.96,51.69,2775.0,262.53,1,2682.9,0
6,6,48.13,60.31,84.55,131.15,52.52,175.32,176.42,55.3,2916.0,250.12,7,3118.9,0
6,7,54.5,48.24,25.5,113.95,65.84,203.79,114.65,54.57,2665.0,274.83,5,3044.1,1
6,8,49.37,34.83,55.37,114.06,96.99,259.24,138.94,54.1,2873.0,268.61,5,2685.4,0
6,9,60.14,35.98,55.79,51.33,76.33,199.81,198.46,50.41,3057.0,239.07,6,2278.9,0
6,10,26.78,19.43,61.79,96.13,60.87,186.21,169.84,60.51,2778.0,294.26,0,3415.5,0
6,11,41.59,92.21,65.63,118.09,101.46,258.42,196.7,45.37,3154.0,263.18,5,5040.1,0
6,12,54.09,51.19,54.55,139.65,79.93,166.23,203.92,51.92,2718.0,238.68,3,2815.6,0
6,13,42.42,47.04,71.89,109.32,52.66,130.22,109.3,58.25,3344.0,297.86,5,3925.1,0
6,14,61.27,18.62,57.12,140.19,88.26,162.61,199.89,61.31,3114.0,288.4,4,2507.2,0
6,15,50.76,54.54,82.22,104.6,112.71,225.49,154.83,59.18,2644.0,297.66,7,3878.0,0
6,16,46.84,67.28,66.12,96.51,98.6,179.66,164.36,59.71,2495.0,272.34,2,4716.3,0
6,17,38.67,28.27,59.24,152.28,82.59,234.08,177.7,58.75,2308.0,290.59,7,2934.9,0
6,18,67.35,40.19,69.6,82.96,57.47,222.9,95.23,61.63,2629.0,267.91,2,4020.6,0
6,19,39.89,49.29,81.94,155.33,104.84,133.68,182.79,61.33,2918.0,288.15,3,1920.4,0
6,20,57.4,60.43,41.31,124.18,138.09,184.18,160.47,58.23,3306.0,252.28,5,3789.6,0
6,21,85.29,45.88,52.96,51.38,121.45,219.51,259.42,48.19,3130.0,274.46,2,4052.7,0
6,22,63.32,41.04,52.99,90.52,40.05,215.0,210.14,52.48,2793.0,268.06,13,3278.6,1
6,23,52.62,72.8,65.4,63.84,47.29,246.86,158.63,52.95,2602.0,244.13,5,4090.7,0
6,24,63.47,58.2,58.5,161.48,63.34,180.19,162.61,59.4,2551.0,280.28,5,3790.8,1
6,25,63.0,24.23,41.73,163.01,59.65,204.19,134.31,57.62,2486.0,285.52,8,3324.3,1
6,26,40.53,72.69,50.45,82.63,81.51,137.02,112.48,56.99,2405.0,259.77,2,3242.3,0
6,27,54.9,49.5,69.51,123.45,81.8,182.47,130.05,52.29,2899.0,283.8,6,4487.1,0
6,28,64.39,58.14,66.31,81.12,102.83,292.81,146.1,58.03,2530.0,265.45,6,5609.6,0
6,29,37.01,67.63,51.85,141.97,78.07,153.47,153.75,62.3,2592.0,265.58,6,3969.7,0
6,30,64.3,53.39,80.46,130.53,96.09,215.59,190.65,55.27,2253.0,284.23,5,1845.9,0
6,31,35.19,40.42,83.34,157.33,54.37,165.05,162.11,68.75,2504.0,266.59,5,2019.2,0
6,32,67.69,54.08,58.43,79.92,79.06,190.02,199.49,42.47,2398.0,279.61,2,3095.3,0
6,33,54.88,72.29,52.39,100.29,88.99,240.13,147.93,64.12,3013.0,275.46,5,2431.3,1
6,34,83.75,52.62,51.9,144.9,91.27,200.59,154.19,56.61,2589.0,249.39,2,3392.7,0
6,35,57.11,96.61,76.67,77.44,98.82,147.53,105.33,56.59,2663.0,239.91,5,2369.2,0
6,36,37.85,39.36,70.09,151.49,91.74,199.47,159.96,52.67,2484.0,253.42,2,2410.0,0
6,37,43.02,60.42,56.65,143.56,91.78,226.13,128.8,59.32,2333.0,269.69,3,1429.1,0
6,38,66.38,32.23,43.61,154.88,67.6,189.28,184.49,63.11,2166.0,273.65,3,2460.7,0
6,39,75.28,92.77,57.15,61.34,27.41,166.42,145.91,55.38,2685.0,286.48,4,3996.2,0
7,0,48.86,56.71,59.43,121.62,125.93,212.98,177.5,57.37,2942.0,250.88,0,3984.1,0
7,1,59.59,39.58,73.18,56.15,94.46,192.46,145.58,62.86,2885.0,248.97,1,2219.7,1
7,2,56.65,31.03,41.21,154.43,129.26,214.61,156.34,47.2,2662.0,237.38,1,2990.2,0
7,3,47.59,44.1,79.23,94.99,103.06,206.31,164.27,53.18,3133.0,263.98,3,3316.5,0
7,4,50.34,58.64,40.18,123.44,69.72,181.48,146.69,52.41,2695.0,277.83,2,4012.7,0
7,5,48.45,74.4,75.32,105.61,87.53,212.33,140.67,55.87,3005.0,262.88,4,4580.3,0
7,6,45.33,43.86,59.38,74.03,56.83,157.91,135.48,45.09,3085.0,254.53,2,4272.1,0
7,7,36.68,43.47,87.02,114.1,77.97,186.33,177.64,48.13,2883.0,229.2,3,3656.8,0
7,8,56.15,39.68,60.1,98.27,109.51,208.18,208.47,53.39,3067.0,256.25,1,3272.8,0
7,9,47.76,47.51,41.83,112.17,92.76,104.41,164.93,48.25,2840.0,286.7,5,4676.7,1
7,10,46.63,35.84,69.66,113.72,74.56,124.24,155.95,53.8,3569.0,259.77,0,2838.6,0
7,11,24.62,49.78,66.61,127.29,89.44,215.35,180.32,44.68,3439.0,251.66,1,4803.8,0
7,12,46.26,50.02,62.8,94.82,108.52,160.28,149.01,56.19,3174.0,244.72,2,2978.8,0
7,13,54.97,40.43,69.65,104.87,89.4,153.4,213.93,44.9,2985.0,257.58,1,4881.1,0
7,14,34.0,46.45,52.39,217.51,101.78,177.14,229.93,38.54,2906.0,299.05,2,4934.5,0
